num,title,date
5549550,사라 토요일까지는 상승장이다,2020-04-01 00:16:30
5549551,비트코인 천만원 쌉가능?,2020-04-01 00:19:39
5549552,코인이 일루미나티 어떤 그림 예언처럼 전부 소각 되겠지만,2020-04-01 00:21:52
5549554,역때꿉 혁명이 핫찌마루댄다!! 'ㅇ ',2020-04-01 01:01:35
5549555,현재 가상계좌 입금가능한 거래소가 고팍스랑 또 어디있죠??,2020-04-01 01:46:27
5549556,이제 난 비트 차트 습성을 90프로 이상 완벽하게 파1악했땅~ ㅋㅋ,2020-04-01 01:46:30
5549558,바이낸스 distribution 아는사람?,2020-04-01 02:48:04
5549559,미국 대공황 4700만명 실업!! 3000만명 기아!!,2020-04-01 02:58:14
5549564,"비트코인 1,000만원 넘겠네. 엘리어트 파동 이론",2020-04-01 03:59:50
5549566,----아짇두 매수 안때린 부쟈댈자격읍는 개븅신읍쪀ㅋ,2020-04-01 04:05:33
5549567,코인1시장 현재상황 브리핑 해준다 'ㅇ',2020-04-01 06:00:24
5549568,한심하지 않냐? 여기서 분개탄까고 동반좌살하고,2020-04-01 06:20:53
5549574,이거는 상장될 가능없음? 친구가 추천해서 하긴하는중ㅇㅇ,2020-04-01 09:24:11
5549577,빗썸 12시펌핑아시는분계신가가요??,2020-04-01 09:52:23
5549579,새벽장에서 11프로 먹었다,2020-04-01 10:00:27
5549580,꾸깨이가 코인질하면서 항상 고민대는 의문.TXT,2020-04-01 10:22:22
5549583,☆☆긴급☆☆ 도와줘☆☆사기당한것같어ㅜㅜ,2020-04-01 10:57:30
5549586,차트충 방송 준나 웃기네 ㅋㅋ,2020-04-01 11:05:53
5549588,암턴 님들두 느낌 쎄한거 못느낌? 수컹크 갓우동사리부터해서,2020-04-01 11:12:07
5549590,마이다스터치랑 플레이코인 중 어떤거 타는게 나을거같음?,2020-04-01 11:50:21
5549591,지옥가쥬아~~~~~~~~~~~~~~~,2020-04-01 11:52:16
5549594,점심 ㅊㅊ점여,2020-04-01 12:08:27
5549595,좆같은 폰지사기 비뜨고인 접고 주식으로 넘어갈까?ㅅㅂ,2020-04-01 12:14:45
5549596,비뜨고인은 폰지사기다,2020-04-01 12:16:34
5549597,바이낸스 BKRW 사용 방법 및 궁금한 것들,2020-04-01 12:18:12
5549599,거...ㅅㅂ 작년 이맘때엿지.. 만우절 폭동일어났을때가...,2020-04-01 12:24:41
5549600,기억나제? 내일부터 만우절폭동으로 다시 머장 천만간다,2020-04-01 12:28:45
5549601,ㅋㅋㅋㅋㅋ역때꿉 대환란 ㅋㅋㅋ,2020-04-01 12:28:57
5549602,내일부터 또 역때급 머장 개씹폭동하는꼴을 보겠구만,2020-04-01 12:29:57
5549603,너네가 하는건 투자가아니라 도박이다,2020-04-01 12:42:35
5549604,다 똑같은 맘이노 'ㅅ'  저스틴선 비트코인결제 금지,2020-04-01 12:50:05
5549607,"메이커 다오와 테라, 글루와_ 디파이 전망",2020-04-01 13:37:31
5549608,비트 알트 다 올라서 호황기좀 오자,2020-04-01 13:38:01
5549610,지금 개 씹 하락장이다 절대 관망해라 1~5프로 먹을생각 ㄴㄴ,2020-04-01 13:44:34
5549618,비트나 알트나 비트 차트를 기준으로 살지 말지 결정하는게 조터랑~ ㅋㅋ,2020-04-01 14:23:42
5549619,이쯤에서 보는 과거 리플 광신도의 차트 예측 ㅋㅋㅋ,2020-04-01 14:27:20
5549621,이럴 땐 산책이라도해라 얘두라,2020-04-01 14:41:55
5549622,비트 떨어지는 차트 왜이렇게 예쁘게 그리면서 떨어지냐,2020-04-01 14:43:22
5549626,비트왜떨어져?,2020-04-01 14:53:33
5549629,구독하고 최신뉴스 확인하십쇼,2020-04-01 14:58:38
5549636,코인질만 한지 어언 한달,2020-04-01 15:12:15
5549640,슬슬 엘리시아 펌핑 온다ㅋㅋ,2020-04-01 15:18:48
5549643,엘리시아 지금 매수벽 개얇음ㅋㅋ 금방 올라감,2020-04-01 15:20:43
5549644,지금 엘리시아 움직이는거 봐봐라 다뚫린다 ㅃㄹ,2020-04-01 15:24:59
5549648,마지막은 업빗이다,2020-04-01 15:51:33
5549650,오를때 됐는데,2020-04-01 16:08:28
5549651,일주일간 한덴다,2020-04-01 16:08:39
5549652,리플 시발 버티는 이유가 모냐구?,2020-04-01 16:09:16
5549653,역프 뭐냐? 심상치 않다. ㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇ,2020-04-01 16:11:52
5549655,싸충어디갔냐?,2020-04-01 16:23:10
5549664,비트 제외하고 전고대비 20토막 예외코인 있긴하냐?,2020-04-01 16:52:51
5549666,투자는 소신껏,2020-04-01 16:54:42
